[50,20]
[-0.48420037284183004, 1.0658064730597996]
[-0.9532607586653472, -3.737875940468231]
[5.051637582439033, -2.457038155059852]
[5.487063909714995, -9.069713853306084]
[3.263864863491866, -5.668366615985262]
[1.4315490339862573, 1.6153745084482865]
[-5.7535272311483805, -1.1709919359395247]
[2.141801198276209, -0.37859235306343314]
[-4.646728034336818, 6.711913483187759]
[1.0132619803796297, 3.1614509571940337]
[4.829636658660991, 3.799322811615954]
[-2.434710628785656, -0.3931328523695272]
[0.9527984494553208, -0.07655840932535746]
[5.9507872696670745, -2.700548785558753]
[5.120956086404134, -5.802569233785414]
[1.9161377082792268, 0.47972292719046017]
[-0.053628289981433395, 3.3225017077822034]
[-7.874275560954238, -2.196871146288405]
[2.0243755084335397, -2.5257814393974587]
[8.180140786412137, -3.0034440293318108]
[0.07681576593009218, -0.3922588360431273]
[1.2180386673870167, 0.6342868510573568]
[0.315274577176214, -0.3359524390441103]
[-3.9237334990016968, -0.920958477010855]
[2.3523918328940243, 0.21405188603520275]
[5.2223003736234235, 4.674895029315634]
[-3.291206641153367, 1.4597940413628765]
[2.232986383672025, 4.289247860646699]
[-0.20984993214499326, 2.3918379853251417]
[-5.430914806326476, -0.6789679286776278]
[7.518579710904345, -1.7891170151571667]
[-6.401816032082985, -0.1291695054464283]
[-0.3947417032714681, -7.684174476836565]
[2.6269479698528406, -5.530146032970313]
[3.590506744569331, -0.5033664455198068]
[-1.5170493517327626, -1.8278332670882107]
[3.9103155378190966, -4.824140215914424]
[-3.2246399367228156, 2.8809609962070786]
[-3.9135901238417823, -0.8103328571589293]
[-2.717990749036177, 3.3667420641352592]
[2.2779187225866666, 0.7521209693275608]
[2.2894769797173806, -0.2216836393210785]
[-4.106902494882636, 1.7579465212599625]
[0.5675447950661351, -2.467999018461545]
[2.1535407658037147, 3.1189957935063775]
[-2.091991868287126, 0.3853842570146034]
[-0.07893421006812648, -1.0167206875924337]
[1.819461917582375, 0.7634770179862322]
[2.184671046147771, 0.814113336978088]
[-0.6141027195291358, -0.8210291290268108]
[-0.1660079111257296, 1.348857913642067]
[-0.7040946329498494, -1.288519807185751]
[1.0373538755287257, -1.0493399202656444]
[0.15926962890261373, -2.5244477785769144]
[4.305761903332288, -0.34086577406205976]
[0.06095929213991763, -1.1013708757594627]
[2.2097859626453267, 0.6117162497265841]
[-1.9225638383226136, 3.5393211518572922]
[0.9366296188656279, 1.6248687426985993]
[-1.6064378968360398, -1.5524392920428276]
[1.1027621193309431, 0.20797648553723821]
[1.7170883920644766, 5.495626156486927]
[0.52652870950517, 1.808943526383981]
[-2.189605335897175, 3.9091450576344813]
[-1.4056414518259777, 2.3183913821649678]
[0.9734352299975371, -2.4802906493439023]
[-3.647451072869651, -1.8837162482908978]
[1.3960856325234832, -1.5829758397116176]
[-1.2504112172846917, -4.078298056544287]
[0.17156158762824256, -0.899531625376999]
[-2.136537375870698, 0.6592469005461257]
[3.85541274742397, 4.146458798230096]
[0.9793627762751458, 1.5785998795817915]
[-2.98949808003384, 0.8320559773281557]
[-2.0057661434673473, 2.4203859409602555]
[-1.2490319255033375, 0.6566180864735186]
[1.3430680115595155, -0.7495168311968705]
[4.157686198064161, -4.372610153451637]
[-2.638228399143593, 1.3856400740057686]
[-1.2130350141751864, 3.3954045570437867]
[0.6486078462171934, 1.5061567462924499]
[-0.651354088779897, -0.402243124246411]
[-0.1766453255423433, -1.7365678296750002]
[0.37742707084219645, -2.9593685025821723]
[-1.163277854961388, 0.18263046935430416]
[-1.1843946881335972, -0.7628422412781526]
[2.91476845474645, 2.5669421640440397]
[1.56758634969504, 0.4896438443266928]
[0.6455912213326508, 0.1325502735478247]
[-3.9885813844078326, -0.007777060159237098]
[-0.028832499755764143, 2.2051509677132413]
[0.03922549274229304, 3.3907244265674805]
[0.8444500421926469, -2.9489524680866284]
[2.2934975121794317, 2.2731590632892873]
[-0.2872892722158765, -2.0634310563945975]
[1.7716059518082048, -0.6189606324933029]
[0.09568639162377915, -2.88334969710834]
[-0.26336952874096176, -0.36903810130768594]
[-0.6146801434643488, 1.3817135330715395]
[-0.073745302136227, 0.33363083426354634]
[0.5388213731994483, -1.7730682836515506]
[1.000983140881298, -1.3139615099168707]
[-1.0036394271077067, 2.099540008778915]
[-0.6902100344406272, 0.7379375536585804]
[-0.8854823669099003, 1.5695163023486094]
[3.145761747575267, 1.9262353179245921]
[0.6909654465978949, 2.156734356315904]
[-1.2047354996820197, -0.25340211347683106]
[1.2360367513611732, 0.06046588583449694]
[-0.9779640532697628, -1.0558826048671455]
[-0.6219841439035901, 3.412247431341669]
[0.6007775505011562, 2.8662426987482585]
[-1.1890243216694463, -0.839619785250529]
[1.254944207635563, 0.9826910678572293]
[0.9644255417516712, 1.827996590023911]
[1.1180678611183337, 3.3746686172176137]
[1.3094422965730135, -0.7193213104065419]
[-1.0487700668579372, -2.3164934977870306]
[-4.210401975489852, -0.0233434320391519]
[-0.3252183294311629, 0.31348636508561206]
[-0.9124055965325613, -0.029951986793600255]
[1.201469967306001, -1.4948117849348184]
[0.4446591092768245, -0.5173809648022646]
[0.36686731078414947, -0.2655018305978851]
[-0.5887845978743884, -2.336230215927378]
[2.2209106065735265, -3.647504048931035]
[1.2688080309715997, -0.20835907218370364]
[1.2410165355372227, 0.20522847781350265]
[-0.038750522502132345, -0.8956723096961752]
[2.1907442976991005, -1.1490608605256871]
[-0.922644810819695, 0.1583161165204301]
[0.331178043501395, -1.2067592604530772]
[0.25595002668314815, -0.5885874395353621]
[0.5113892755217736, -0.8315059645075846]
[-1.672685249310589, -1.8476347223647591]
[-0.6738735233553867, 1.0493603990853901]
[-0.7323954474167028, -2.456450014862358]
[0.5293786202028349, -1.1343542462240752]
[0.3739272700025899, -0.17022107814326487]
[-0.4732848760612355, -0.8374124176052464]
[-0.8528420241772954, -1.1220779053618641]
[0.34340056629396465, -1.4000811378823435]
[0.8103279202150216, 1.7661409476444911]
[-0.7985574185604886, 1.431128299999991]
[0.13930457515568268, -0.4706891144981121]
[0.4937214693183384, 1.1127619542100227]
[0.2985561087612738, 0.17566709011989007]
[0.1693052368484423, -0.08777720433171216]
[-0.35565204536487793, -2.4432355231393834]
[-0.9334448392977955, -0.5048408562645097]
[0.7867577706860416, -0.7661122527410363]
[-0.22071647147350243, -0.34517680864769035]
[0.4950581171145371, 0.3342478775684198]
[-2.23684112523949, 0.06512107631593242]
[0.6625705115634115, 0.05626201319689472]
[-0.3437026252589448, -1.6935096876192937]
[1.5425066896334192, 0.25346008808224085]
[0.4832886370996133, -0.6277268271087022]
[-0.15966587029534307, 0.6408911597668026]
[-0.09391715710840086, -0.6038478408204886]
[0.2564282426716859, -0.3279017542927505]
[-0.7598818227068993, -1.2447502709097416]
[0.046894943449594294, 1.7385546689305043]
[0.2798128484638598, 1.4572949481265411]
[-0.28823479261930296, 0.11890422635260711]
[-0.10339135378344227, 0.39151002418197933]
[0.6102516266441353, -1.5067121672071797]
[-0.3296747646802464, 0.7924947619506887]
[1.2935869058028815, 0.11211708273907153]
[0.2326406133688644, 1.6017533662385184]
[-0.8862640514151081, 2.2628997141972387]
[0.6870519044146902, 0.5791091743545571]
[0.156124543621127, -0.4253563128439352]
[1.0246894198499392, 0.5245881463277933]
[-1.2277398120630807, 0.4380629511851162]
[0.5039943887847651, -0.39768229340851324]
[-0.22501150146621435, 1.59616148848004]
[-0.54117084907421, -0.2318260704654697]
[-1.1495123321707672, 0.1976873687036068]
[-0.47973361010387267, 0.12517910644676783]
[0.9514562233014919, 0.030160274609156157]
[-0.46994601180768864, -0.03532448146797254]
[-1.04301673607262, -0.6858770733648144]
[0.4285032784376944, -0.03814751730314578]
[-0.1761068382904432, -0.21032114285055115]
[-0.6642501853760212, -0.290313353022828]
[-0.37323294448472644, 0.7782647841803348]
[-0.05614924061233015, 0.04901060331713991]
[1.2151473266204296, 1.2013763662552805]
[-0.4072660499812971, -0.10234672324732128]
[-0.6676953018627918, 0.01401323102693694]
[0.5275428815868662, -0.17826335172273486]
[-0.2720713675332439, -0.79298207158165]
[-0.9503529228957953, 0.8741588383009901]
[0.19587713652855238, -0.060383934310944576]
[1.821896026211935, 0.7967519521930028]
[-0.44403147272490795, 0.08624330134526509]
[-0.96170455709608, -0.8915754360897715]
[0.7847127907737174, -1.2883119528389426]
[-0.3927872241534951, -0.16447699003492122]
[0.4031321010979477, 0.6655452048516157]
[-0.7029880888893866, 1.0786587481262102]
[-0.08677824135455772, -0.38683561249534504]
[0.7596788162451903, -0.037824882895341944]
[0.3265677810567199, 0.9257599127495715]
[-0.49988556122092737, 0.15546988355355976]
[0.3219768346556777, 0.2935390971835036]
[0.6232589767043935, 1.934581298835349]
[0.5000398294903925, 0.1940582276179264]
[0.43789171509852554, 0.5709803079007522]
[-0.5402802459159829, -0.7442645741277684]
[0.7795932346573583, 0.8676028678726407]
[0.10284794854919518, 0.5842633841293746]
[1.6660628378755806, -0.5113891478704593]
[-0.989308630895851, -0.2450136820298201]
[-0.33681447510995505, 0.0485106546648304]
[0.014390149483630571, 0.468169341512305]
[0.9784501448439038, -0.520922554522494]
[-0.5741053975143873, -0.3115615745570851]
[0.5870038521571863, -0.16343005316501524]
[-0.5162124023404161, -0.22280387718810676]
[-0.3006756000893332, -1.3544465422579974]
[-0.005783444343146291, 0.038210203719880986]
[0.6631995667748432, 0.11358334424535516]
[1.3017112091783831, 0.29104293960210004]
[0.23001232243507272, 0.395446143769709]
[-0.6053267803931, 0.04927065634092348]
[0.5425183961804912, -0.3729729741142556]
[-0.6642342264793464, 0.1192645579375857]
[-0.3451110353731861, -0.49960374198783064]
[1.1015933488558796, 0.38301230028815797]
[-0.11983185001497021, 0.06171734892748265]
[0.08464162615103372, 0.22411388445217878]
[-1.5093977364283249, -0.2717659214590511]
[1.2655997130356764, 0.7012751259061579]
[0.695098696654265, 0.16821161040825944]
[-0.6750937152137918, 0.20444345943901732]
[-0.06360988120864572, -0.1293524978745665]
[0.45700584551068424, -0.23519996343968655]
[0.11079726664486414, 0.07601559253032611]
[-0.9157193081116269, -0.6407620544656667]
[-0.05232256855119246, -0.09384684342871372]
[0.7540132432519846, 0.36490955511829354]
[-1.0022176455552192, 0.3369342349805866]
[-0.5677414468653263, -0.4787303723893058]
[0.22528632596502074, 0.10900921216245352]
[-0.36953485774512335, 0.09850460772952299]
[0.12204012013195903, 0.36506048658901746]
[0.25375442689527766, 1.2716075896492616]
[0.06833824429990235, 0.3288338969002269]
[-0.20652314295191726, -0.488481368168071]
[0.08976822743182442, 0.29016561389542317]
[-0.07406830846059839, 0.28399685422905685]
[0.9847121720733545, -0.050625264434330186]
[-0.7280475113661383, -0.10845691222750634]
[-0.5586318995851227, 0.22423422528585693]
[0.23628247499744276, -0.2106037989877649]
[0.6931378042191011, 0.4421485714759108]
[-0.2258516958688289, 0.7409379366955137]
[0.19812048687150183, 0.05672485930077015]
[0.3326621303641246, 0.2046161398116422]
[0.5566334592329115, 0.16345973374577338]
[-0.36851389798302786, 0.10053235911569475]
[-0.5432534941097675, 0.10660756313551753]
[-1.608061655830575, -0.2638160243225306]
[0.31651847952937207, 0.6708901261869114]
[0.4383295417650275, -0.2478618904136532]
[-0.18040285801237066, 0.035206683908928366]
[-0.27426352334458504, -0.95440707903682]
[-0.39975155662073236, 0.7983830051874544]
[-0.22072782685297787, 0.15147539625298898]
[0.4592677119421481, 0.2365788831689843]
[0.2194149830561311, -1.1485972607787427]
[0.18319238978784652, -0.5057377732606527]
[0.4462151268701518, 0.3313791554920529]
[0.689896329113071, 0.8096339689719267]
[-0.733793782749633, -0.45694987033065837]
[0.48529341071736665, -1.0823255432636227]
[0.1909945706906048, -0.40157838595385753]
[-0.6307273165450882, 0.40574178667553096]
[0.19802278732406328, -0.11361225523958846]
[-0.5176605394730359, -0.3183127763426956]
[0.3904142747506826, -0.268137085966226]
[-0.5932070382161769, 0.11316779997374182]
[0.13650494213852732, 0.28131041953630076]
[0.12702705883538243, 0.8259933084924526]
[-0.09627656223412348, -0.7127534120770098]
[0.5299074959438064, 0.562564852769984]
[0.3271972679875658, -0.14575247421308193]
[0.8472629970743648, 0.3736767385011044]
[-0.1646071716691711, -0.3003192905243275]
[-0.07018972835192433, -0.44014624636250976]
[0.15799382058548586, 0.2994799156086128]
[-0.04429405070926221, 0.5673968734473511]
[-0.34903233267097555, -0.4877323593397497]
[0.3930600992439393, -0.440103335879847]
[0.40243800392608026, -0.4297421515591128]
[1.1684396909870562, -0.337509399842399]
[-0.18275328909000232, -0.5661881174323277]
[-0.2893638142767897, -0.5628698932991711]
[0.1674348532488485, -0.10188332943049969]
[-0.7779270668706064, -0.8319810699449015]
[-0.3196912656993099, 0.19268762899019204]
[0.30889236782968066, 0.07370711473466288]
[0.27935206287299275, -0.434311309889044]
[-0.6474625510432599, -0.5704559723044408]
[0.3583631983630413, 1.0856354798682313]
[-0.10290024586366867, -0.5753582387824668]
[0.454137672339884, -0.4052694126369278]
[0.16978563753659312, -0.3614785353183839]
[0.8222894831162435, -0.13504357417691706]
[-0.28627381984650835, 0.8684304659269978]
[0.03650063899187641, 0.3575616580415707]
[0.22679783986579272, 0.09291272466444381]
[-0.09356944330125919, -0.6825679573652217]
[0.14888368408865088, 0.6631585093977026]
[0.1806051387069883, -0.49338587331390615]
[-0.1061259908339594, -0.7450292825458044]
[-0.04006642758975324, 0.17470462338590528]
[0.3145145201891586, -0.07259563314701761]
[-0.07126302713508506, 0.6631506180190065]
[-0.8403672007211132, 0.17803193502483286]
[-0.6652556071886679, 0.20024818494210528]
[0.00029398768168888145, 0.6907584106543837]
[0.04120929285840493, 0.31189138232069397]
[0.5222016515626767, 0.04206541005261433]
[-0.6539833589008648, 0.033539384469632144]
[-0.21026918172615694, -0.7484206559839611]
[0.8205710724139903, 0.23804839264855232]
[-0.18241476636658194, 0.2864305587311923]
[-0.7269913872967297, -0.16350666208432568]
[0.14509319351453692, 0.07565184455128629]
[0.04198091514012435, -0.2786655093550491]
[0.5400036011912279, -0.2848255735302076]
[0.14527176790647828, -0.9391222107952244]
[-0.3967303463253327, -0.39344095496427134]
[0.14117794476175166, -0.09466531237455189]
[-0.6924374580322374, -0.3555968065497864]
[-0.041058800120353255, 0.5686091189667816]
[-0.4529865745040013, -0.04192733679931901]
[-0.20112514258624298, 0.1365448728911677]
[0.3463299745064261, 0.18985975451332882]
[0.2559586875622389, -0.14061060537953432]
[0.2753353878833961, 0.21265096821723728]
[-0.8535452697440995, -0.13788390056439964]
[0.7184451224309611, -0.481838882906262]
[0.5818397002548186, -0.482606379481732]
[-0.3788258844340524, 0.15433363303500336]
[0.2959576297151928, -0.27059280941938196]
[0.3964867104398304, 0.08450610282304144]
[-0.2963312361284345, 0.17504527824448787]
[0.04053637042565189, 0.08823380098709671]
[-0.6516434239357265, 0.025616070942974245]
[-0.2888428947152561, 0.09572251073669596]
[0.05561095991982983, -0.1710004154645595]
[-0.2748149244744352, 0.3092468143417467]
[-0.019412846168985254, 0.8094256028708502]
[0.1754315251671517, -0.06407933978694641]
[-0.16033894409592447, 0.40920757078667935]
[0.012798108347342116, -0.5784689615154504]
[-0.40221015131669674, -0.2699145789047341]
[-0.3151991107427901, 0.0904383743992373]
[-0.4734821638192786, 0.33934425043153993]
[0.2709531041616102, -0.47382889303212083]
[0.16188688515370844, -0.46843245646877696]
[-0.08146425163403342, 0.010194581777499129]
[0.1509637436626346, -0.8868529686478581]
[-0.24086393221039742, -0.2073040121820321]
[-0.3705046222798789, -0.3049532278033801]
[0.48427391639083717, 0.10426608593001727]
[0.36968363969403406, -0.5664554880811525]
[-0.6319134841901006, -0.33665616642468105]
[-0.0510676729290234, -0.3385044178661817]
[-0.13668346653921706, -0.25775285022840844]
[0.15997625253252967, -0.22540460377768548]
[0.0688639992955079, -0.36707852348278186]
[0.31771057648910966, -0.3079784111776665]
[0.2888826604793787, -0.05680318988874797]
[0.5474350503418466, -0.3365086350417688]
[-0.15952765724310644, -0.14488317133066606]
[-0.4031688250614284, 0.8087579873144675]
[0.128712324262018, -0.14104458469342254]
[-0.09901647067039494, -0.1513408811661991]
[-0.3343759618956613, -0.025223412680135504]
[0.565818981117522, 0.03781785229306733]
[0.1805889870006791, 0.05454313236712535]
[-0.49490564169991086, -0.353834420889395]
[-0.2303949477586345, -0.16020870410485838]
[0.10958249726208512, -0.0776292406359291]
[-0.19348337372341767, 0.32496797869030514]
[-0.3413940505706867, -0.5521181208047938]
[-0.3270988961903401, 0.09629689973273989]
[0.4691153287965464, -0.12311159711477976]
[-0.06380297722502569, -0.1075002532775764]
[0.5004334380998468, 0.1283040522099511]
[-0.08782254383735509, 0.6235659077123591]
[0.2873916738591018, 0.33348943936825504]
[-0.1860980647888276, 0.3324780946461903]
[-0.37989425252579373, 0.04197195877918394]
[0.1941065009588932, 0.2146054061369825]
[0.013110970956961204, 0.29866437048533495]
[0.10515097632071951, -0.19942939188966638]
[-0.43234789949636276, -0.05301253336687092]
[0.2697546598224191, -0.029089820692569407]
[0.0803972921176419, 0.3246889617616147]
[-0.06449429823330464, -0.08886353658965224]
[0.10030579999727257, 0.07033602984708934]
[0.2609006281916515, 0.29088484896586997]
[-0.5691130649722751, 0.21235422855390845]
[-0.11746501588812676, -0.04306130169560046]
[-0.6384351947131954, -0.26288858148269245]
[0.06279932562160408, 0.3167299442023453]
[0.26094905944688407, -0.3750092851560309]
[0.27362875875754816, -0.25631009450865094]
[-0.17099133024836016, -0.31012572652114073]
[-0.17424968140826125, 0.2217076512680238]
[-0.16959565265845464, 0.2851032336640077]
[-0.01829344084728056, -0.3986525698558355]
[-0.18762799062553254, -0.4138055329413616]
[0.36067885750398604, 0.17033913475736862]
[0.038704708031793655, -0.5813820805641714]
[0.6007404470057401, -0.2306577172953003]
[-0.32121671057512186, -0.26726001534289545]
[-0.12199115618582551, -0.04021677236393745]
[0.29943214445693106, -0.26439505777071487]
[0.07682301821301472, 0.2752296604256972]
[-0.21773418535422015, 0.40597420110517035]
[0.22004285040152094, -0.09800032258643868]
[0.1287810010359675, 0.13883441630882312]
[-0.10849939801417363, -0.13690665806692037]
[0.15666159544595332, -0.5771374748099722]
[0.033898843178182675, 0.46901183951980097]
[0.14822968414817775, -0.3072888723068624]
[-0.14404590672882223, 0.013271137390025917]
[0.05629631113288005, -0.004533263009764171]
[0.30578119023491257, -0.036871272392132726]
[-0.08014785220404261, 0.13201583123155514]
[-0.04716157494302378, -0.09310050790934316]
[0.011170621517553846, 0.25096430581644835]
[-0.1128085244870368, -0.22628281916777382]
[-0.41997683964450244, -0.07372664494142878]
[-0.2350859298974929, 0.15079493543666184]
[0.01699639540286666, 0.12853986431848066]
[0.2780908387266052, 0.6757503519380647]
[-0.08014950342883319, -0.1008500209064333]
[0.7946682973611345, 0.0903899457559792]
[-0.20807095097109116, -0.11387565553095239]
[0.05895528968395494, -0.0707686196184317]
[-0.11712271532769088, -0.10497231403555349]
[-0.20942591079675843, -0.11902549928207232]
[0.11237307510328393, -0.0792588013774273]
[-0.1355834265965594, -0.23030746814798206]
[0.22167023871608477, -0.4579531004062357]
[0.1106302133905915, -0.11111992849281463]
[0.2251215003640601, 0.2569492291633848]
[0.4817550208638809, 0.23468989215242536]
[0.05877677170400099, -0.19227927630194702]
[0.07848685512475494, 0.06559958791221446]
[0.008436047011777935, -0.11625377328635289]
[0.3991391947623905, -0.08715815240606078]
[0.3481878650109148, -0.18059174219527674]
[-0.06313390596247258, -0.23053233465223721]
[0.1371334087091325, 0.05076448802164571]
[-0.006168901243349539, -0.4670029704069407]
[0.21553593812786012, -0.050198572079698384]
[-0.07662020141579523, -0.035103377430744126]
[-0.20781880827820354, 0.04842604397779254]
[0.1633332288602598, -0.21622875747893922]
[-0.1294785867239019, -0.03614779710753582]
[0.20220273022699609, -0.186716865384649]
[-0.2777941831726167, -0.16445005809213323]
[-0.11154349840548142, -0.3191251870513503]
[-0.1891640266438077, -0.2158700750394803]
[-0.2829444409217051, -0.11362273756846403]
[0.2953300550926542, 0.11379539309802605]
[-0.2566290933275565, 0.09273907450928931]
[-0.328175236252425, -0.19868627979826595]
[0.13115493508223075, 0.33822671353424755]
[-0.15988441929292435, 0.11025222487539069]
[-0.030283352023835905, -0.05001417333200703]
[0.27474728799589526, -0.017815519700820265]
[0.05138115361992679, 0.13026925644139034]
[0.20081573587077872, 0.25765056385969654]
[0.0029631012552922276, -0.20013185520299714]
[0.01492408277693752, 0.29722095349737565]
[0.045367431203301486, 0.022010342107456837]
[0.04795077790134143, -0.12897373939383183]
[0.03520766817061406, 0.26492998455255046]
[0.2162961436855836, -0.02960723104631613]
[0.13755071776083538, -0.010406524824188551]
[0.22366059394614926, -0.051215347230217034]
[0.20296020700937126, -0.17398219264629564]
[-0.041475894393411344, -0.3137176119507469]
[0.03554044749845876, -0.21620000981162868]
[-0.0402567222961321, 0.03378648593108827]
[0.15357997200068366, -0.02903591348125617]
[-0.05127037339507376, -0.39068327854880225]
[0.2274962216708323, -0.0802538199001451]
[0.1835397799657663, -0.2722361845163706]
[-0.13878017890238425, 0.00952198400648635]
[-0.01854910942406733, 0.14586732405436673]
[0.06119204808397789, -0.09658430341140295]
[-0.006148785046726148, -0.0684805005097448]
[-0.04698700223821778, -0.026570572414543553]
[-0.019639823670159, -0.2424826701009598]
[0.2027680810568298, -0.13551424972629575]
[-0.0021299977557412697, 0.22103973348496478]
[-0.18167444471664224, -0.13286013438698904]
[0.26049759384933235, -0.21886655756497297]
[0.4848000945523546, -0.035537576695560735]
[-0.07472849590580377, 0.15077603487622226]
[-0.10270232700261307, -0.046581693504381044]
[0.23941738216727915, -0.08358795384884962]
[0.1068247318946608, 0.015137460529974334]
[0.2504983104806322, -0.037192416639957065]
[-0.33611882829820594, 0.0007623591852876088]
[0.2977845687024194, 0.08069126182390382]
[-0.15692768201600032, -0.1630282168356882]
[-0.190960332311376, 0.38659899835209]
[0.06874254695076253, 0.3570853916019824]
[-0.3819530571919385, -0.18396109375657377]
[-0.004864793754394844, 0.022307536930895766]
[0.26408866833614975, -0.24547348598475793]
[-0.028342442963944448, -0.36132088558980396]
[0.49086178868092717, 0.008286761551091065]
[-0.10627028582288915, 0.03718005239029912]
[-0.09812805093333361, 0.11498857805900681]
[0.19741099900678685, 0.32076699925680774]
[-0.1859571844127255, 0.37720990873510807]
[0.2554508122951838, 0.10034670565316312]
[-0.2963211609952473, -0.1872215891086605]
[0.12646514702304648, 0.047289262878254995]
[0.17112001750855826, -0.2740666437200209]
[-0.18361963373549645, -0.45366567832565524]
[0.0852805591066437, -0.19868766510613836]
[-0.15726773949711548, 0.08983881776422142]
[0.021881158589438218, 0.06890973434970521]
[0.18281528447535123, 0.011581441296625306]
[-0.22434763425491652, 0.15729599542344164]
[0.05967226214248002, -0.3440488154601937]
[0.09427171825656623, -0.3895881026618096]
[-0.22832363934484937, -0.1334510654025234]
[0.1576711962595475, -0.16084589324552387]
[-0.07875795827559126, 0.04659170218722172]
[0.168117826629597, 0.09296868469093414]
[0.004846210956110902, 0.16539131014800196]
[0.3109828575053787, 0.2934014084943729]
[0.027107852856839185, 0.13856471992329109]
[-0.05453514518599266, -0.08724520511938774]
[0.028261670759444954, -0.09535492030387341]
[0.004161099631687357, -0.06470681040989715]
[-0.340764126461979, -0.06020806060553566]
[0.4106675767100578, 0.10634723280468539]
[-0.43524637882526784, -0.17700151381777818]
[0.032020896450446854, 0.11074159273893455]
[0.13502403188263892, 0.2618957565928773]
[-0.15219736648058024, 0.005422763397038816]
[-0.09642384155323253, -0.004314911320822623]
[-0.12615816504319127, -0.027077038582851126]
[0.2935486926727387, -0.19862298113079646]
[0.3267857079060952, -0.04862112224530704]
[-0.2153075721049566, -0.18628934041905154]
[0.07173113306882387, 0.29282352028424585]
[0.013024460355877468, 0.10274060284024492]
[0.15268933060660955, -0.030030034235977943]
[0.20804701225760314, 0.10804106535039909]
[0.05686902605468684, -0.14604234476531416]
[0.3262116107106481, 0.1519014408220103]
[0.042432708862849555, -0.260277545597329]
[0.14990612314622037, -0.25046871559116535]
[-0.03461862864231624, 0.03433927218852781]
[0.11037565843106072, -0.19395435553970486]
[-0.20519456186731905, 0.21970320903721524]
